L,S,W,k,eps,tp_atr,sl_atr,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit
7,5,10,3,0.05,3.0,1.0,110,33,77,0.3,0.654,71.9435,65.3988,1.2896,9.7093,-3.2268,-31.0357,8.94,20.1288,-7.7321,"{'tp': 33, 'sl': 77}",64
7,5,5,3,0.0,4.0,2.0,53,22,31,0.4151,1.529,81.0359,64.983,1.3757,13.4887,-6.9585,-46.8597,19.04,30.4284,-14.3329,"{'tp': 22, 'sl': 31}",38
7,5,7,3,0.0,4.0,2.0,55,23,32,0.4182,1.4667,80.6679,63.5178,1.3616,13.2078,-6.9723,-50.791,18.53,30.4284,-14.3329,"{'tp': 23, 'sl': 32}",40
10,2,7,5,0.05,2.0,1.0,115,47,68,0.4087,0.5288,60.8069,61.8905,1.2847,5.8377,-3.1406,-38.9409,4.83,14.0198,-6.6125,"{'tp': 47, 'sl': 68}",64
10,3,10,5,0.05,2.0,1.0,102,41,61,0.402,0.5683,57.9676,59.5801,1.311,5.9595,-3.0553,-31.1219,5.12,11.403,-6.2608,"{'sl': 61, 'tp': 41}",67
10,2,10,5,0.0,3.0,2.0,85,40,45,0.4706,0.9011,76.5958,59.4499,1.2598,9.2851,-6.5513,-44.6655,13.98,21.0797,-13.125,"{'sl': 45, 'tp': 39, 'end': 1}",58
7,3,7,3,0.05,4.0,2.0,76,33,43,0.4342,0.9912,75.3323,59.2366,1.2948,10.0251,-5.9417,-49.5088,16.11,30.4284,-11.7953,"{'sl': 42, 'tp': 31, 'end': 3}",52
7,5,5,3,0.05,3.0,1.0,106,32,74,0.3019,0.6289,66.6619,58.3733,1.2773,9.595,-3.2484,-29.1816,9.14,20.1288,-7.7321,"{'tp': 32, 'sl': 74}",62
10,3,10,3,0.05,3.0,1.0,69,22,47,0.3188,0.8555,59.0299,58.3687,1.4016,9.365,-3.1277,-43.6696,6.97,21.0797,-5.9477,"{'tp': 22, 'sl': 47}",50
7,3,10,3,0.05,4.0,2.0,78,34,44,0.4359,0.9683,75.5289,58.2962,1.2858,9.9941,-6.0061,-49.5088,15.85,30.4284,-11.7953,"{'sl': 43, 'tp': 32, 'end': 3}",53
10,3,5,3,0.05,3.0,1.0,50,17,33,0.34,1.1085,55.4237,57.9524,1.5433,9.2612,-3.0914,-30.7694,7.84,21.0797,-5.8321,"{'tp': 17, 'sl': 33}",38
10,3,7,3,0.0,3.0,1.0,44,16,28,0.3636,1.2373,54.4413,57.9395,1.6028,9.0476,-3.2257,-24.2581,8.07,21.0797,-5.9477,"{'tp': 16, 'sl': 28}",36
10,5,7,3,0.05,4.0,2.0,48,21,27,0.4375,1.4207,68.1959,56.7087,1.3803,11.7859,-6.641,-51.4343,18.31,22.906,-14.3329,"{'tp': 21, 'sl': 27}",39
10,2,10,5,0.05,2.0,1.0,120,48,72,0.4,0.4791,57.492,55.8871,1.2561,5.874,-3.1175,-37.7238,4.81,14.0198,-6.6125,"{'tp': 48, 'sl': 72}",65
10,3,7,5,0.0,3.0,2.0,47,23,24,0.4894,1.2848,60.3838,54.582,1.3865,9.4189,-6.5105,-31.3346,14.34,16.3435,-12.4215,"{'sl': 24, 'tp': 22, 'end': 1}",38
7,2,5,3,0.0,3.0,2.0,73,35,38,0.4795,1.0101,73.7382,53.1468,1.259,10.2412,-7.4922,-68.5662,13.86,17.8924,-14.3329,"{'sl': 38, 'tp': 35}",54
10,2,10,5,0.0,4.0,2.0,83,33,50,0.3976,0.9828,81.5721,52.087,1.2494,12.3849,-6.5426,-54.2822,17.53,28.1396,-13.125,"{'sl': 50, 'tp': 32, 'end': 1}",58
10,2,5,5,0.05,2.0,1.0,106,43,63,0.4057,0.4976,52.746,51.5389,1.2717,5.7412,-3.0813,-35.0954,4.76,14.0198,-6.6125,"{'tp': 43, 'sl': 63}",62
10,3,7,5,0.05,2.0,1.0,94,38,56,0.4043,0.5399,50.7495,50.1549,1.2954,5.8572,-3.0683,-29.1118,5.31,10.8623,-6.2608,"{'sl': 56, 'tp': 38}",61
10,2,7,5,0.0,3.0,2.0,83,39,44,0.4699,0.8374,69.5082,49.648,1.2396,9.221,-6.5934,-50.5071,14.04,21.0797,-13.125,"{'sl': 44, 'tp': 38, 'end': 1}",57
7,5,7,3,0.05,3.0,1.0,108,32,76,0.2963,0.5606,60.5452,48.8266,1.2456,9.595,-3.2434,-29.6511,8.99,20.1288,-7.7321,"{'tp': 32, 'sl': 76}",62
10,3,10,5,0.0,3.0,2.0,50,24,26,0.48,1.1305,56.5247,47.8598,1.3386,9.3119,-6.4215,-31.3346,13.88,16.3435,-12.4215,"{'sl': 26, 'tp': 23, 'end': 1}",41
7,3,5,5,0.0,2.0,1.0,165,64,101,0.3879,0.3661,60.4032,47.2859,1.1768,6.281,-3.382,-42.1725,5.13,23.0431,-8.7849,"{'sl': 100, 'tp': 63, 'end': 2}",78
7,3,7,5,0.0,2.0,1.0,165,64,101,0.3879,0.3661,60.4032,47.2859,1.1768,6.281,-3.382,-42.1725,5.13,23.0431,-8.7849,"{'sl': 100, 'tp': 63, 'end': 2}",78
7,3,10,5,0.0,2.0,1.0,165,64,101,0.3879,0.3661,60.4032,47.2859,1.1768,6.281,-3.382,-42.1725,5.13,23.0431,-8.7849,"{'sl': 100, 'tp': 63, 'end': 2}",78
10,3,5,3,0.0,2.0,1.0,30,15,15,0.5,1.4052,42.1555,46.6765,1.8875,5.9771,-3.1667,-8.2684,6.5,14.0198,-5.2747,"{'tp': 15, 'sl': 15}",25
10,3,5,5,0.0,3.0,1.0,44,15,29,0.3409,1.0291,45.2822,44.4861,1.4722,9.4115,-3.3065,-17.9619,6.8,16.3435,-6.2608,"{'sl': 29, 'tp': 15}",33
10,3,5,5,0.0,4.0,2.0,42,17,25,0.4048,1.3417,56.351,44.1418,1.3589,12.551,-6.2807,-45.3795,15.69,21.8246,-12.4215,"{'sl': 25, 'tp': 16, 'end': 1}",33
7,5,5,5,0.05,3.0,1.0,247,77,170,0.3117,0.3451,85.2494,43.695,1.1371,9.1819,-3.6574,-51.0446,8.2,22.6782,-8.7285,"{'sl': 170, 'tp': 76, 'end': 1}",91
7,5,7,5,0.05,3.0,1.0,247,77,170,0.3117,0.3451,85.2494,43.695,1.1371,9.1819,-3.6574,-51.0446,8.2,22.6782,-8.7285,"{'sl': 170, 'tp': 76, 'end': 1}",91
7,5,10,5,0.05,3.0,1.0,247,77,170,0.3117,0.3451,85.2494,43.695,1.1371,9.1819,-3.6574,-51.0446,8.2,22.6782,-8.7285,"{'sl': 170, 'tp': 76, 'end': 1}",91
10,2,5,5,0.05,4.0,2.0,103,39,64,0.3786,0.7542,77.6798,43.3957,1.2065,11.6382,-5.8783,-66.3549,17.39,28.1396,-13.125,"{'tp': 38, 'sl': 64, 'end': 1}",62
5,3,5,5,0.05,2.0,1.0,305,118,187,0.3869,0.2418,73.7578,42.0788,1.1138,6.1163,-3.465,-52.0488,5.35,23.0431,-8.7849,"{'sl': 186, 'tp': 117, 'end': 2}",93
5,3,7,5,0.05,2.0,1.0,305,118,187,0.3869,0.2418,73.7578,42.0788,1.1138,6.1163,-3.465,-52.0488,5.35,23.0431,-8.7849,"{'sl': 186, 'tp': 117, 'end': 2}",93
5,3,10,5,0.05,2.0,1.0,305,118,187,0.3869,0.2418,73.7578,42.0788,1.1138,6.1163,-3.465,-52.0488,5.35,23.0431,-8.7849,"{'sl': 186, 'tp': 117, 'end': 2}",93
10,3,10,3,0.0,3.0,1.0,47,16,31,0.3404,0.9261,43.529,41.2879,1.43,9.0476,-3.2656,-24.2581,7.72,21.0797,-5.9477,"{'tp': 16, 'sl': 31}",36
10,5,7,3,0.05,3.0,1.0,49,16,33,0.3265,0.8913,43.6725,40.5134,1.4129,9.3401,-3.2051,-39.8461,7.43,17.1545,-7.2165,"{'sl': 33, 'tp': 16}",39
10,5,10,3,0.05,3.0,2.0,53,25,28,0.4717,0.9858,52.2469,39.9212,1.2937,9.2059,-6.3536,-45.8369,14.28,17.1545,-14.3329,"{'sl': 28, 'tp': 25}",43
10,2,7,5,0.0,4.0,2.0,81,32,49,0.3951,0.8706,70.5226,37.8377,1.2187,12.2798,-6.5802,-60.3355,17.64,28.1396,-13.125,"{'sl': 49, 'tp': 31, 'end': 1}",57
10,3,7,3,0.05,2.0,1.0,65,26,39,0.4,0.6079,39.5149,37.4888,1.3238,6.2132,-3.1289,-32.3309,5.6,14.0198,-5.9477,"{'tp': 26, 'sl': 39}",49
5,2,5,5,0.0,3.0,2.0,230,104,126,0.4522,0.5287,121.6119,37.4334,1.1407,9.4804,-6.8599,-74.6755,13.33,32.6001,-19.6788,"{'sl': 124, 'tp': 97, 'end': 9}",91
5,2,7,5,0.0,3.0,2.0,230,104,126,0.4522,0.5287,121.6119,37.4334,1.1407,9.4804,-6.8599,-74.6755,13.33,32.6001,-19.6788,"{'sl': 124, 'tp': 97, 'end': 9}",91
5,2,10,5,0.0,3.0,2.0,230,104,126,0.4522,0.5287,121.6119,37.4334,1.1407,9.4804,-6.8599,-74.6755,13.33,32.6001,-19.6788,"{'sl': 124, 'tp': 97, 'end': 9}",91
10,3,7,3,0.0,2.0,1.0,44,19,25,0.4318,0.8317,36.5944,36.7089,1.4591,6.1211,-3.1883,-18.3944,5.82,14.0198,-5.9477,"{'tp': 19, 'sl': 25}",36
7,5,5,5,0.05,2.0,1.0,249,97,152,0.3896,0.2569,63.9769,34.8355,1.1161,6.3383,-3.624,-40.6711,5.93,17.1569,-8.71,"{'sl': 152, 'tp': 96, 'end': 1}",91
7,5,7,5,0.05,2.0,1.0,249,97,152,0.3896,0.2569,63.9769,34.8355,1.1161,6.3383,-3.624,-40.6711,5.93,17.1569,-8.71,"{'sl': 152, 'tp': 96, 'end': 1}",91
7,5,10,5,0.05,2.0,1.0,249,97,152,0.3896,0.2569,63.9769,34.8355,1.1161,6.3383,-3.624,-40.6711,5.93,17.1569,-8.71,"{'sl': 152, 'tp': 96, 'end': 1}",91
5,3,5,5,0.0,3.0,2.0,249,113,136,0.4538,0.4871,121.2764,34.779,1.1333,9.1245,-6.6896,-83.6889,14.51,22.4541,-17.4699,"{'sl': 132, 'tp': 106, 'end': 11}",95
5,3,7,5,0.0,3.0,2.0,249,113,136,0.4538,0.4871,121.2764,34.779,1.1333,9.1245,-6.6896,-83.6889,14.51,22.4541,-17.4699,"{'sl': 132, 'tp': 106, 'end': 11}",95
5,3,10,5,0.0,3.0,2.0,249,113,136,0.4538,0.4871,121.2764,34.779,1.1333,9.1245,-6.6896,-83.6889,14.51,22.4541,-17.4699,"{'sl': 132, 'tp': 106, 'end': 11}",95
7,2,5,3,0.0,3.0,1.0,74,23,51,0.3108,0.6212,45.9712,34.7135,1.2418,10.2652,-3.728,-48.524,9.23,17.8924,-7.2165,"{'sl': 51, 'tp': 23}",54
10,3,5,5,0.0,3.0,2.0,42,20,22,0.4762,1.0331,43.3901,33.7524,1.3088,9.195,-6.3868,-31.3346,13.57,16.3435,-12.4215,"{'sl': 22, 'tp': 19, 'end': 1}",33
10,2,5,3,0.05,3.0,1.0,74,25,49,0.3378,0.5705,42.2152,33.2556,1.242,8.665,-3.5594,-34.651,7.32,16.3435,-7.2165,"{'sl': 49, 'tp': 24, 'end': 1}",54
7,2,10,5,0.0,3.0,1.0,151,46,105,0.3046,0.3662,55.2898,31.741,1.1521,9.1031,-3.4615,-35.0049,6.64,21.0797,-9.8894,"{'sl': 105, 'tp': 45, 'end': 1}",82
10,2,7,3,0.05,4.0,2.0,91,39,52,0.4286,0.765,69.6166,31.2258,1.1831,11.5315,-7.3098,-58.6107,18.01,21.8246,-14.3329,"{'sl': 52, 'tp': 37, 'end': 2}",60
7,2,10,3,0.0,3.0,2.0,80,37,43,0.4625,0.729,58.3232,28.8245,1.1844,10.1239,-7.3549,-69.066,13.68,17.8924,-14.3329,"{'sl': 43, 'tp': 37}",57
10,3,5,3,0.05,2.0,1.0,50,20,30,0.4,0.6128,30.6409,28.2265,1.332,6.1468,-3.0765,-23.7018,5.84,14.0198,-5.8321,"{'tp': 20, 'sl': 30}",38
10,3,7,5,0.0,2.0,1.0,50,20,30,0.4,0.5988,29.9413,26.7531,1.3006,6.4781,-3.3207,-23.5599,5.04,10.8623,-6.2608,"{'sl': 30, 'tp': 20}",38
7,2,7,3,0.0,3.0,2.0,78,36,42,0.4615,0.7215,56.2787,26.5232,1.1801,10.2418,-7.4387,-69.066,13.86,17.8924,-14.3329,"{'sl': 42, 'tp': 36}",57
5,2,5,3,0.05,4.0,2.0,98,38,60,0.3878,0.6748,66.1325,26.3297,1.1692,12.0234,-6.5126,-61.2083,20.74,21.8246,-14.3329,"{'sl': 60, 'tp': 35, 'end': 3}",61
10,5,5,3,0.05,3.0,2.0,41,20,21,0.4878,0.8926,36.5977,25.7759,1.2686,8.6417,-6.4874,-43.3677,15.85,16.9161,-14.3329,"{'tp': 20, 'sl': 21}",33
10,2,5,3,0.05,3.0,2.0,74,37,37,0.5,0.6535,48.3602,24.8389,1.1775,8.6708,-7.3638,-54.5043,14.01,16.3435,-14.3329,"{'sl': 37, 'tp': 36, 'end': 1}",54
10,2,5,3,0.0,3.0,1.0,65,22,43,0.3385,0.5128,33.3347,24.3673,1.2159,8.5341,-3.591,-35.475,7.83,14.014,-7.2165,"{'sl': 43, 'tp': 21, 'end': 1}",50
7,3,7,3,0.05,3.0,2.0,76,36,40,0.4737,0.5781,43.9356,24.2849,1.1821,7.9216,-6.031,-42.5028,13.99,22.7963,-11.7953,"{'sl': 39, 'tp': 35, 'end': 2}",52
10,5,7,3,0.0,3.0,2.0,29,14,15,0.4828,1.1755,34.09,23.8619,1.3118,10.2433,-7.2877,-40.3272,15.83,16.9161,-14.3329,"{'tp': 14, 'sl': 15}",28
7,2,7,3,0.0,3.0,1.0,80,24,56,0.3,0.4761,38.0855,23.4348,1.1829,10.2633,-3.7185,-48.9749,8.86,17.8924,-7.2165,"{'sl': 56, 'tp': 24}",57
10,2,10,5,0.05,4.0,2.0,117,43,74,0.3675,0.5929,69.3652,23.1077,1.1568,11.9033,-5.9794,-70.2011,16.68,28.1396,-13.125,"{'tp': 42, 'sl': 74, 'end': 1}",65
10,3,10,3,0.0,2.0,1.0,47,19,28,0.4043,0.5464,25.6821,22.2956,1.2834,6.1211,-3.2364,-20.6248,5.62,14.0198,-5.9477,"{'tp': 19, 'sl': 28}",36
10,5,10,3,0.0,3.0,2.0,31,15,16,0.4839,1.07,33.1693,22.0622,1.2833,10.0171,-7.3179,-40.3272,15.29,16.9161,-14.3329,"{'tp': 15, 'sl': 16}",30
10,3,5,5,0.05,2.0,1.0,88,34,54,0.3864,0.3252,28.6161,21.8047,1.1729,5.7082,-3.0641,-30.895,5.26,10.8623,-6.2608,"{'sl': 54, 'tp': 34}",57
10,3,10,3,0.05,2.0,1.0,69,26,43,0.3768,0.4001,27.6058,21.7909,1.2061,6.2132,-3.1148,-36.5867,5.39,14.0198,-5.9477,"{'tp': 26, 'sl': 43}",50
7,2,10,5,0.05,3.0,1.0,203,59,144,0.2906,0.2669,54.1772,21.6866,1.1154,8.8752,-3.2601,-44.7901,6.8,21.0797,-9.8894,"{'sl': 144, 'tp': 58, 'end': 1}",88
7,5,5,5,0.0,2.0,1.0,209,79,130,0.378,0.232,48.4778,21.5586,1.1041,6.5095,-3.5829,-43.7336,6.44,17.1569,-8.71,"{'sl': 130, 'tp': 79}",88
7,5,7,5,0.0,2.0,1.0,209,79,130,0.378,0.232,48.4778,21.5586,1.1041,6.5095,-3.5829,-43.7336,6.44,17.1569,-8.71,"{'sl': 130, 'tp': 79}",88
7,5,10,5,0.0,2.0,1.0,209,79,130,0.378,0.232,48.4778,21.5586,1.1041,6.5095,-3.5829,-43.7336,6.44,17.1569,-8.71,"{'sl': 130, 'tp': 79}",88
5,2,5,5,0.05,4.0,2.0,262,103,159,0.3931,0.5472,143.3651,21.1635,1.1345,11.7432,-6.7056,-76.0628,16.22,43.5001,-19.6788,"{'sl': 157, 'tp': 94, 'end': 11}",93
5,2,7,5,0.05,4.0,2.0,262,103,159,0.3931,0.5472,143.3651,21.1635,1.1345,11.7432,-6.7056,-76.0628,16.22,43.5001,-19.6788,"{'sl': 157, 'tp': 94, 'end': 11}",93
5,2,10,5,0.05,4.0,2.0,262,103,159,0.3931,0.5472,143.3651,21.1635,1.1345,11.7432,-6.7056,-76.0628,16.22,43.5001,-19.6788,"{'sl': 157, 'tp': 94, 'end': 11}",93
7,3,10,3,0.05,3.0,2.0,78,37,41,0.4744,0.5367,41.8644,20.9796,1.1674,7.8886,-6.0979,-42.5028,13.78,22.7963,-11.7953,"{'sl': 40, 'tp': 36, 'end': 2}",53
10,5,10,3,0.05,3.0,1.0,54,16,38,0.2963,0.5329,28.7782,20.7805,1.2385,9.3401,-3.1754,-43.4371,7.11,17.1545,-7.2165,"{'sl': 38, 'tp': 16}",43
7,5,10,3,0.05,2.0,1.0,110,42,68,0.3818,0.2878,31.6591,20.1888,1.1407,6.1115,-3.3092,-35.7891,6.35,13.3859,-7.7321,"{'tp': 42, 'sl': 68}",64
5,3,5,5,0.0,2.0,1.0,259,97,162,0.3745,0.2022,52.3669,20.0705,1.0933,6.3233,-3.4629,-50.5117,5.08,23.0431,-8.7849,"{'sl': 161, 'tp': 96, 'end': 2}",95
5,3,7,5,0.0,2.0,1.0,259,97,162,0.3745,0.2022,52.3669,20.0705,1.0933,6.3233,-3.4629,-50.5117,5.08,23.0431,-8.7849,"{'sl': 161, 'tp': 96, 'end': 2}",95
5,3,10,5,0.0,2.0,1.0,259,97,162,0.3745,0.2022,52.3669,20.0705,1.0933,6.3233,-3.4629,-50.5117,5.08,23.0431,-8.7849,"{'sl': 161, 'tp': 96, 'end': 2}",95
7,5,5,3,0.05,2.0,1.0,106,41,65,0.3868,0.2912,30.8663,19.8283,1.1423,6.0441,-3.3375,-32.9114,6.51,13.3859,-7.7321,"{'tp': 41, 'sl': 65}",62
5,2,7,3,0.05,4.0,2.0,99,38,61,0.3838,0.6052,59.9134,18.4731,1.1509,12.0234,-6.5078,-63.6208,20.59,21.8246,-14.3329,"{'sl': 61, 'tp': 35, 'end': 3}",61
5,2,10,3,0.05,4.0,2.0,99,38,61,0.3838,0.6052,59.9134,18.4731,1.1509,12.0234,-6.5078,-63.6208,20.59,21.8246,-14.3329,"{'sl': 61, 'tp': 35, 'end': 3}",61
7,2,10,3,0.0,3.0,1.0,82,24,58,0.2927,0.4149,34.0237,18.472,1.1603,10.2633,-3.6603,-48.9749,8.73,17.8924,-7.2165,"{'sl': 58, 'tp': 24}",57
7,2,7,5,0.0,3.0,1.0,150,45,105,0.3,0.2925,43.869,18.2373,1.1207,9.0516,-3.4615,-41.667,6.65,21.0797,-9.8894,"{'sl': 105, 'tp': 44, 'end': 1}",81
10,5,5,3,0.05,3.0,1.0,42,13,29,0.3095,0.5574,23.4098,17.6614,1.2556,8.8462,-3.1583,-36.7952,8.05,16.3435,-7.2165,"{'sl': 29, 'tp': 13}",33
